states,city,description
Texas,"Garland, TX","The crime incident count of Garland, TX was 298 for aggravated assault. The crime incident count of Garland, TX was 16,883 for all crimes. The crime incident count of Garland, TX was 23 for arson. The crime incident count of Garland, TX was 1,477 for burglary. The crime incident count of Garland, TX was 5,348 for larceny. The crime incident count of Garland, TX was 838 for motor vehicle theft. The crime incident count of Garland, TX was 7 for murder and nonnegligent manslaughter. The crime incident count of Garland, TX was 7,663 for property crime. The crime incident count of Garland, TX was 117 for rape (revised definition). The crime incident count of Garland, TX was 345 for robbery. The crime incident count of Garland, TX was 767 for violent crime."
Texas,"Georgetown, TX","The crime incident count of Georgetown, TX was 52 for aggravated assault. The crime incident count of Georgetown, TX was 1,586 for all crimes. The crime incident count of Georgetown, TX was 2 for arson. The crime incident count of Georgetown, TX was 124 for burglary. The crime incident count of Georgetown, TX was 544 for larceny. The crime incident count of Georgetown, TX was 39 for motor vehicle theft. The crime incident count of Georgetown, TX was 0 for murder and nonnegligent manslaughter. The crime incident count of Georgetown, TX was 707 for property crime. The crime incident count of Georgetown, TX was 22 for rape (revised definition). The crime incident count of Georgetown, TX was 11 for robbery. The crime incident count of Georgetown, TX was 85 for violent crime."
Texas,"Grand Prairie, TX","The crime incident count of Grand Prairie, TX was 254 for aggravated assault. The crime incident count of Grand Prairie, TX was 10,236 for all crimes. The crime incident count of Grand Prairie, TX was 8 for arson. The crime incident count of Grand Prairie, TX was 704 for burglary. The crime incident count of Grand Prairie, TX was 3,320 for larceny. The crime incident count of Grand Prairie, TX was 503 for motor vehicle theft. The crime incident count of Grand Prairie, TX was 9 for murder and nonnegligent manslaughter. The crime incident count of Grand Prairie, TX was 4,527 for property crime. The crime incident count of Grand Prairie, TX was 139 for rape (revised definition). The crime incident count of Grand Prairie, TX was 185 for robbery. The crime incident count of Grand Prairie, TX was 587 for violent crime."
Texas,"Grapevine, TX","The crime incident count of Grapevine, TX was 60 for aggravated assault. The crime incident count of Grapevine, TX was 2,688 for all crimes. The crime incident count of Grapevine, TX was 2 for arson. The crime incident count of Grapevine, TX was 139 for burglary. The crime incident count of Grapevine, TX was 1,052 for larceny. The crime incident count of Grapevine, TX was 65 for motor vehicle theft. The crime incident count of Grapevine, TX was 0 for murder and nonnegligent manslaughter. The crime incident count of Grapevine, TX was 1,256 for property crime. The crime incident count of Grapevine, TX was 7 for rape (revised definition). The crime incident count of Grapevine, TX was 20 for robbery. The crime incident count of Grapevine, TX was 87 for violent crime."
Texas,"Haltom City, TX","The crime incident count of Haltom City, TX was 57 for aggravated assault. The crime incident count of Haltom City, TX was 2,357 for all crimes. The crime incident count of Haltom City, TX was 5 for arson. The crime incident count of Haltom City, TX was 222 for burglary. The crime incident count of Haltom City, TX was 738 for larceny. The crime incident count of Haltom City, TX was 99 for motor vehicle theft. The crime incident count of Haltom City, TX was 0 for murder and nonnegligent manslaughter. The crime incident count of Haltom City, TX was 1,059 for property crime. The crime incident count of Haltom City, TX was 30 for rape (revised definition). The crime incident count of Haltom City, TX was 30 for robbery. The crime incident count of Haltom City, TX was 117 for violent crime."
Texas,"Harlingen, TX","The crime incident count of Harlingen, TX was 186 for aggravated assault. The crime incident count of Harlingen, TX was 5,777 for all crimes. The crime incident count of Harlingen, TX was 35 for arson. The crime incident count of Harlingen, TX was 503 for burglary. The crime incident count of Harlingen, TX was 2,018 for larceny. The crime incident count of Harlingen, TX was 69 for motor vehicle theft. The crime incident count of Harlingen, TX was 2 for murder and nonnegligent manslaughter. The crime incident count of Harlingen, TX was 2,590 for property crime. The crime incident count of Harlingen, TX was 35 for rape (revised definition). The crime incident count of Harlingen, TX was 58 for robbery. The crime incident count of Harlingen, TX was 281 for violent crime."
Texas,"Houston, TX","The crime incident count of Houston, TX was 12,487 for aggravated assault. The crime incident count of Houston, TX was 250,300 for all crimes. The crime incident count of Houston, TX was 668 for arson. The crime incident count of Houston, TX was 18,488 for burglary. The crime incident count of Houston, TX was 69,630 for larceny. The crime incident count of Houston, TX was 12,738 for motor vehicle theft. The crime incident count of Houston, TX was 301 for murder and nonnegligent manslaughter. The crime incident count of Houston, TX was 100,856 for property crime. The crime incident count of Houston, TX was 1,210 for rape (revised definition). The crime incident count of Houston, TX was 9,962 for robbery. The crime incident count of Houston, TX was 23,960 for violent crime."
Texas,"Huntsville, TX","The crime incident count of Huntsville, TX was 120 for aggravated assault. The crime incident count of Huntsville, TX was 1,839 for all crimes. The crime incident count of Huntsville, TX was 1 for arson. The crime incident count of Huntsville, TX was 139 for burglary. The crime incident count of Huntsville, TX was 556 for larceny. The crime incident count of Huntsville, TX was 50 for motor vehicle theft. The crime incident count of Huntsville, TX was 1 for murder and nonnegligent manslaughter. The crime incident count of Huntsville, TX was 745 for property crime. The crime incident count of Huntsville, TX was 27 for rape (revised definition). The crime incident count of Huntsville, TX was 26 for robbery. The crime incident count of Huntsville, TX was 174 for violent crime."
Texas,"Hurst, TX","The crime incident count of Hurst, TX was 39 for aggravated assault. The crime incident count of Hurst, TX was 3,451 for all crimes. The crime incident count of Hurst, TX was 5 for arson. The crime incident count of Hurst, TX was 156 for burglary. The crime incident count of Hurst, TX was 1,403 for larceny. The crime incident count of Hurst, TX was 68 for motor vehicle theft. The crime incident count of Hurst, TX was 1 for murder and nonnegligent manslaughter. The crime incident count of Hurst, TX was 1,627 for property crime. The crime incident count of Hurst, TX was 17 for rape (revised definition). The crime incident count of Hurst, TX was 39 for robbery. The crime incident count of Hurst, TX was 96 for violent crime."
Texas,"Irving, TX","The crime incident count of Irving, TX was 266 for aggravated assault. The crime incident count of Irving, TX was 14,045 for all crimes. The crime incident count of Irving, TX was 23 for arson. The crime incident count of Irving, TX was 1,183 for burglary. The crime incident count of Irving, TX was 4,674 for larceny. The crime incident count of Irving, TX was 633 for motor vehicle theft. The crime incident count of Irving, TX was 5 for murder and nonnegligent manslaughter. The crime incident count of Irving, TX was 6,490 for property crime. The crime incident count of Irving, TX was 37 for rape (revised definition). The crime incident count of Irving, TX was 213 for robbery. The crime incident count of Irving, TX was 521 for violent crime."
Texas,"Keller, TX","The crime incident count of Keller, TX was 19 for aggravated assault. The crime incident count of Keller, TX was 590 for all crimes. The crime incident count of Keller, TX was 0 for arson. The crime incident count of Keller, TX was 48 for burglary. The crime incident count of Keller, TX was 210 for larceny. The crime incident count of Keller, TX was 7 for motor vehicle theft. The crime incident count of Keller, TX was 0 for murder and nonnegligent manslaughter. The crime incident count of Keller, TX was 265 for property crime. The crime incident count of Keller, TX was 8 for rape (revised definition). The crime incident count of Keller, TX was 3 for robbery. The crime incident count of Keller, TX was 30 for violent crime."
Texas,"Killeen, TX","The crime incident count of Killeen, TX was 617 for aggravated assault. The crime incident count of Killeen, TX was 9,926 for all crimes. The crime incident count of Killeen, TX was 42 for arson. The crime incident count of Killeen, TX was 1,124 for burglary. The crime incident count of Killeen, TX was 2,471 for larceny. The crime incident count of Killeen, TX was 351 for motor vehicle theft. The crime incident count of Killeen, TX was 16 for murder and nonnegligent manslaughter. The crime incident count of Killeen, TX was 3,946 for property crime. The crime incident count of Killeen, TX was 129 for rape (revised definition). The crime incident count of Killeen, TX was 234 for robbery. The crime incident count of Killeen, TX was 996 for violent crime."
Texas,"Kingsville, TX","The crime incident count of Kingsville, TX was 52 for aggravated assault. The crime incident count of Kingsville, TX was 1,971 for all crimes. The crime incident count of Kingsville, TX was 3 for arson. The crime incident count of Kingsville, TX was 193 for burglary. The crime incident count of Kingsville, TX was 704 for larceny. The crime incident count of Kingsville, TX was 22 for motor vehicle theft. The crime incident count of Kingsville, TX was 2 for murder and nonnegligent manslaughter. The crime incident count of Kingsville, TX was 919 for property crime. The crime incident count of Kingsville, TX was 3 for rape (revised definition). The crime incident count of Kingsville, TX was 8 for robbery. The crime incident count of Kingsville, TX was 65 for violent crime."
Texas,"Lake Jackson, TX","The crime incident count of Lake Jackson, TX was 23 for aggravated assault. The crime incident count of Lake Jackson, TX was 994 for all crimes. The crime incident count of Lake Jackson, TX was 0 for arson. The crime incident count of Lake Jackson, TX was 63 for burglary. The crime incident count of Lake Jackson, TX was 350 for larceny. The crime incident count of Lake Jackson, TX was 30 for motor vehicle theft. The crime incident count of Lake Jackson, TX was 1 for murder and nonnegligent manslaughter. The crime incident count of Lake Jackson, TX was 443 for property crime. The crime incident count of Lake Jackson, TX was 15 for rape (revised definition). The crime incident count of Lake Jackson, TX was 15 for robbery. The crime incident count of Lake Jackson, TX was 54 for violent crime."
Texas,"Lancaster, TX","The crime incident count of Lancaster, TX was 111 for aggravated assault. The crime incident count of Lancaster, TX was 2,965 for all crimes. The crime incident count of Lancaster, TX was 3 for arson. The crime incident count of Lancaster, TX was 288 for burglary. The crime incident count of Lancaster, TX was 762 for larceny. The crime incident count of Lancaster, TX was 207 for motor vehicle theft. The crime incident count of Lancaster, TX was 4 for murder and nonnegligent manslaughter. The crime incident count of Lancaster, TX was 1,257 for property crime. The crime incident count of Lancaster, TX was 21 for rape (revised definition). The crime incident count of Lancaster, TX was 88 for robbery. The crime incident count of Lancaster, TX was 224 for violent crime."
Texas,"La Porte, TX","The crime incident count of La Porte, TX was 48 for aggravated assault. The crime incident count of La Porte, TX was 1,350 for all crimes. The crime incident count of La Porte, TX was 0 for arson. The crime incident count of La Porte, TX was 97 for burglary. The crime incident count of La Porte, TX was 432 for larceny. The crime incident count of La Porte, TX was 73 for motor vehicle theft. The crime incident count of La Porte, TX was 1 for murder and nonnegligent manslaughter. The crime incident count of La Porte, TX was 602 for property crime. The crime incident count of La Porte, TX was 11 for rape (revised definition). The crime incident count of La Porte, TX was 13 for robbery. The crime incident count of La Porte, TX was 73 for violent crime."
Texas,"Laredo, TX","The crime incident count of Laredo, TX was 620 for aggravated assault. The crime incident count of Laredo, TX was 17,713 for all crimes. The crime incident count of Laredo, TX was 53 for arson. The crime incident count of Laredo, TX was 1,015 for burglary. The crime incident count of Laredo, TX was 6,646 for larceny. The crime incident count of Laredo, TX was 229 for motor vehicle theft. The crime incident count of Laredo, TX was 12 for murder and nonnegligent manslaughter. The crime incident count of Laredo, TX was 7,890 for property crime. The crime incident count of Laredo, TX was 148 for rape (revised definition). The crime incident count of Laredo, TX was 160 for robbery. The crime incident count of Laredo, TX was 940 for violent crime."
Texas,"League City, TX","The crime incident count of League City, TX was 20 for aggravated assault. The crime incident count of League City, TX was 4,048 for all crimes. The crime incident count of League City, TX was 10 for arson. The crime incident count of League City, TX was 256 for burglary. The crime incident count of League City, TX was 1,589 for larceny. The crime incident count of League City, TX was 92 for motor vehicle theft. The crime incident count of League City, TX was 5 for murder and nonnegligent manslaughter. The crime incident count of League City, TX was 1,937 for property crime. The crime incident count of League City, TX was 35 for rape (revised definition). The crime incident count of League City, TX was 22 for robbery. The crime incident count of League City, TX was 82 for violent crime."
Texas,"Lewisville, TX","The crime incident count of Lewisville, TX was 117 for aggravated assault. The crime incident count of Lewisville, TX was 5,547 for all crimes. The crime incident count of Lewisville, TX was 9 for arson. The crime incident count of Lewisville, TX was 449 for burglary. The crime incident count of Lewisville, TX was 1,839 for larceny. The crime incident count of Lewisville, TX was 270 for motor vehicle theft. The crime incident count of Lewisville, TX was 0 for murder and nonnegligent manslaughter. The crime incident count of Lewisville, TX was 2,558 for property crime. The crime incident count of Lewisville, TX was 45 for rape (revised definition). The crime incident count of Lewisville, TX was 49 for robbery. The crime incident count of Lewisville, TX was 211 for violent crime."
Texas,"Lubbock, TX","The crime incident count of Lubbock, TX was 2,087 for aggravated assault. The crime incident count of Lubbock, TX was 30,851 for all crimes. The crime incident count of Lubbock, TX was 47 for arson. The crime incident count of Lubbock, TX was 2,678 for burglary. The crime incident count of Lubbock, TX was 8,933 for larceny. The crime incident count of Lubbock, TX was 1,050 for motor vehicle theft. The crime incident count of Lubbock, TX was 6 for murder and nonnegligent manslaughter. The crime incident count of Lubbock, TX was 12,661 for property crime. The crime incident count of Lubbock, TX was 177 for rape (revised definition). The crime incident count of Lubbock, TX was 471 for robbery. The crime incident count of Lubbock, TX was 2,741 for violent crime."
Texas,"Lufkin, TX","The crime incident count of Lufkin, TX was 102 for aggravated assault. The crime incident count of Lufkin, TX was 3,367 for all crimes. The crime incident count of Lufkin, TX was 5 for arson. The crime incident count of Lufkin, TX was 293 for burglary. The crime incident count of Lufkin, TX was 1,164 for larceny. The crime incident count of Lufkin, TX was 85 for motor vehicle theft. The crime incident count of Lufkin, TX was 1 for murder and nonnegligent manslaughter. The crime incident count of Lufkin, TX was 1,542 for property crime. The crime incident count of Lufkin, TX was 4 for rape (revised definition). The crime incident count of Lufkin, TX was 32 for robbery. The crime incident count of Lufkin, TX was 139 for violent crime."
Texas,"McAllen, TX","The crime incident count of McAllen, TX was 107 for aggravated assault. The crime incident count of McAllen, TX was 9,383 for all crimes. The crime incident count of McAllen, TX was 13 for arson. The crime incident count of McAllen, TX was 331 for burglary. The crime incident count of McAllen, TX was 4,022 for larceny. The crime incident count of McAllen, TX was 117 for motor vehicle theft. The crime incident count of McAllen, TX was 3 for murder and nonnegligent manslaughter. The crime incident count of McAllen, TX was 4,470 for property crime. The crime incident count of McAllen, TX was 40 for rape (revised definition). The crime incident count of McAllen, TX was 65 for robbery. The crime incident count of McAllen, TX was 215 for violent crime."
Texas,"McKinney, TX","The crime incident count of McKinney, TX was 124 for aggravated assault. The crime incident count of McKinney, TX was 4,962 for all crimes. The crime incident count of McKinney, TX was 14 for arson. The crime incident count of McKinney, TX was 288 for burglary. The crime incident count of McKinney, TX was 1,793 for larceny. The crime incident count of McKinney, TX was 150 for motor vehicle theft. The crime incident count of McKinney, TX was 5 for murder and nonnegligent manslaughter. The crime incident count of McKinney, TX was 2,231 for property crime. The crime incident count of McKinney, TX was 49 for rape (revised definition). The crime incident count of McKinney, TX was 65 for robbery. The crime incident count of McKinney, TX was 243 for violent crime."
Texas,"Mansfield, TX","The crime incident count of Mansfield, TX was 31 for aggravated assault. The crime incident count of Mansfield, TX was 1,692 for all crimes. The crime incident count of Mansfield, TX was 4 for arson. The crime incident count of Mansfield, TX was 118 for burglary. The crime incident count of Mansfield, TX was 610 for larceny. The crime incident count of Mansfield, TX was 49 for motor vehicle theft. The crime incident count of Mansfield, TX was 1 for murder and nonnegligent manslaughter. The crime incident count of Mansfield, TX was 777 for property crime. The crime incident count of Mansfield, TX was 16 for rape (revised definition). The crime incident count of Mansfield, TX was 19 for robbery. The crime incident count of Mansfield, TX was 67 for violent crime."
Texas,"Midland, TX","The crime incident count of Midland, TX was 292 for aggravated assault. The crime incident count of Midland, TX was 7,539 for all crimes. The crime incident count of Midland, TX was 11 for arson. The crime incident count of Midland, TX was 604 for burglary. The crime incident count of Midland, TX was 2,563 for larceny. The crime incident count of Midland, TX was 185 for motor vehicle theft. The crime incident count of Midland, TX was 3 for murder and nonnegligent manslaughter. The crime incident count of Midland, TX was 3,352 for property crime. The crime incident count of Midland, TX was 24 for rape (revised definition). The crime incident count of Midland, TX was 93 for robbery. The crime incident count of Midland, TX was 412 for violent crime."
Texas,"Mission, TX","The crime incident count of Mission, TX was 44 for aggravated assault. The crime incident count of Mission, TX was 4,638 for all crimes. The crime incident count of Mission, TX was 40 for arson. The crime incident count of Mission, TX was 358 for burglary. The crime incident count of Mission, TX was 1,707 for larceny. The crime incident count of Mission, TX was 114 for motor vehicle theft. The crime incident count of Mission, TX was 0 for murder and nonnegligent manslaughter. The crime incident count of Mission, TX was 2,179 for property crime. The crime incident count of Mission, TX was 36 for rape (revised definition). The crime incident count of Mission, TX was 40 for robbery. The crime incident count of Mission, TX was 120 for violent crime."
Texas,"Missouri City, TX","The crime incident count of Missouri City, TX was 63 for aggravated assault. The crime incident count of Missouri City, TX was 2,817 for all crimes. The crime incident count of Missouri City, TX was 3 for arson. The crime incident count of Missouri City, TX was 216 for burglary. The crime incident count of Missouri City, TX was 953 for larceny. The crime incident count of Missouri City, TX was 94 for motor vehicle theft. The crime incident count of Missouri City, TX was 3 for murder and nonnegligent manslaughter. The crime incident count of Missouri City, TX was 1,263 for property crime. The crime incident count of Missouri City, TX was 22 for rape (revised definition). The crime incident count of Missouri City, TX was 56 for robbery. The crime incident count of Missouri City, TX was 144 for violent crime."
Texas,"Nacogdoches, TX","The crime incident count of Nacogdoches, TX was 59 for aggravated assault. The crime incident count of Nacogdoches, TX was 1,962 for all crimes. The crime incident count of Nacogdoches, TX was 0 for arson. The crime incident count of Nacogdoches, TX was 185 for burglary. The crime incident count of Nacogdoches, TX was 642 for larceny. The crime incident count of Nacogdoches, TX was 38 for motor vehicle theft. The crime incident count of Nacogdoches, TX was 1 for murder and nonnegligent manslaughter. The crime incident count of Nacogdoches, TX was 865 for property crime. The crime incident count of Nacogdoches, TX was 29 for rape (revised definition). The crime incident count of Nacogdoches, TX was 27 for robbery. The crime incident count of Nacogdoches, TX was 116 for violent crime."
Texas,"New Braunfels, TX","The crime incident count of New Braunfels, TX was 147 for aggravated assault. The crime incident count of New Braunfels, TX was 3,857 for all crimes. The crime incident count of New Braunfels, TX was 1 for arson. The crime incident count of New Braunfels, TX was 245 for burglary. The crime incident count of New Braunfels, TX was 1,295 for larceny. The crime incident count of New Braunfels, TX was 181 for motor vehicle theft. The crime incident count of New Braunfels, TX was 1 for murder and nonnegligent manslaughter. The crime incident count of New Braunfels, TX was 1,721 for property crime. The crime incident count of New Braunfels, TX was 34 for rape (revised definition). The crime incident count of New Braunfels, TX was 25 for robbery. The crime incident count of New Braunfels, TX was 207 for violent crime."
Texas,"North Richland Hills, TX","The crime incident count of North Richland Hills, TX was 53 for aggravated assault. The crime incident count of North Richland Hills, TX was 3,001 for all crimes. The crime incident count of North Richland Hills, TX was 3 for arson. The crime incident count of North Richland Hills, TX was 198 for burglary. The crime incident count of North Richland Hills, TX was 1,090 for larceny. The crime incident count of North Richland Hills, TX was 82 for motor vehicle theft. The crime incident count of North Richland Hills, TX was 2 for murder and nonnegligent manslaughter. The crime incident count of North Richland Hills, TX was 1,370 for property crime. The crime incident count of North Richland Hills, TX was 35 for rape (revised definition). The crime incident count of North Richland Hills, TX was 39 for robbery. The crime incident count of North Richland Hills, TX was 129 for violent crime."
Texas,"Odessa, TX","The crime incident count of Odessa, TX was 781 for aggravated assault. The crime incident count of Odessa, TX was 10,242 for all crimes. The crime incident count of Odessa, TX was 14 for arson. The crime incident count of Odessa, TX was 791 for burglary. The crime incident count of Odessa, TX was 2,890 for larceny. The crime incident count of Odessa, TX was 437 for motor vehicle theft. The crime incident count of Odessa, TX was 4 for murder and nonnegligent manslaughter. The crime incident count of Odessa, TX was 4,118 for property crime. The crime incident count of Odessa, TX was 75 for rape (revised definition). The crime incident count of Odessa, TX was 136 for robbery. The crime incident count of Odessa, TX was 996 for violent crime."
Texas,"Paris, TX","The crime incident count of Paris, TX was 137 for aggravated assault. The crime incident count of Paris, TX was 2,318 for all crimes. The crime incident count of Paris, TX was 0 for arson. The crime incident count of Paris, TX was 276 for burglary. The crime incident count of Paris, TX was 668 for larceny. The crime incident count of Paris, TX was 46 for motor vehicle theft. The crime incident count of Paris, TX was 1 for murder and nonnegligent manslaughter. The crime incident count of Paris, TX was 990 for property crime. The crime incident count of Paris, TX was 3 for rape (revised definition). The crime incident count of Paris, TX was 28 for robbery. The crime incident count of Paris, TX was 169 for violent crime."
Texas,"Pasadena, TX","The crime incident count of Pasadena, TX was 372 for aggravated assault. The crime incident count of Pasadena, TX was 9,418 for all crimes. The crime incident count of Pasadena, TX was 20 for arson. The crime incident count of Pasadena, TX was 683 for burglary. The crime incident count of Pasadena, TX was 2,912 for larceny. The crime incident count of Pasadena, TX was 413 for motor vehicle theft. The crime incident count of Pasadena, TX was 3 for murder and nonnegligent manslaughter. The crime incident count of Pasadena, TX was 4,008 for property crime. The crime incident count of Pasadena, TX was 105 for rape (revised definition). The crime incident count of Pasadena, TX was 211 for robbery. The crime incident count of Pasadena, TX was 691 for violent crime."
Texas,"Pearland, TX","The crime incident count of Pearland, TX was 97 for aggravated assault. The crime incident count of Pearland, TX was 4,491 for all crimes. The crime incident count of Pearland, TX was 5 for arson. The crime incident count of Pearland, TX was 254 for burglary. The crime incident count of Pearland, TX was 1,683 for larceny. The crime incident count of Pearland, TX was 109 for motor vehicle theft. The crime incident count of Pearland, TX was 1 for murder and nonnegligent manslaughter. The crime incident count of Pearland, TX was 2,046 for property crime. The crime incident count of Pearland, TX was 37 for rape (revised definition). The crime incident count of Pearland, TX was 62 for robbery. The crime incident count of Pearland, TX was 197 for violent crime."
Texas,"Pharr, TX","The crime incident count of Pharr, TX was 167 for aggravated assault. The crime incident count of Pharr, TX was 4,088 for all crimes. The crime incident count of Pharr, TX was 18 for arson. The crime incident count of Pharr, TX was 292 for burglary. The crime incident count of Pharr, TX was 1,431 for larceny. The crime incident count of Pharr, TX was 84 for motor vehicle theft. The crime incident count of Pharr, TX was 1 for murder and nonnegligent manslaughter. The crime incident count of Pharr, TX was 1,807 for property crime. The crime incident count of Pharr, TX was 25 for rape (revised definition). The crime incident count of Pharr, TX was 35 for robbery. The crime incident count of Pharr, TX was 228 for violent crime."
Texas,"Plano, TX","The crime incident count of Plano, TX was 208 for aggravated assault. The crime incident count of Plano, TX was 11,771 for all crimes. The crime incident count of Plano, TX was 15 for arson. The crime incident count of Plano, TX was 903 for burglary. The crime incident count of Plano, TX was 4,181 for larceny. The crime incident count of Plano, TX was 395 for motor vehicle theft. The crime incident count of Plano, TX was 5 for murder and nonnegligent manslaughter. The crime incident count of Plano, TX was 5,479 for property crime. The crime incident count of Plano, TX was 77 for rape (revised definition). The crime incident count of Plano, TX was 109 for robbery. The crime incident count of Plano, TX was 399 for violent crime."
Texas,"Port Arthur, TX","The crime incident count of Port Arthur, TX was 234 for aggravated assault. The crime incident count of Port Arthur, TX was 4,390 for all crimes. The crime incident count of Port Arthur, TX was 8 for arson. The crime incident count of Port Arthur, TX was 580 for burglary. The crime incident count of Port Arthur, TX was 1,123 for larceny. The crime incident count of Port Arthur, TX was 126 for motor vehicle theft. The crime incident count of Port Arthur, TX was 5 for murder and nonnegligent manslaughter. The crime incident count of Port Arthur, TX was 1,829 for property crime. The crime incident count of Port Arthur, TX was 18 for rape (revised definition). The crime incident count of Port Arthur, TX was 105 for robbery. The crime incident count of Port Arthur, TX was 362 for violent crime."
Texas,"Richardson, TX","The crime incident count of Richardson, TX was 64 for aggravated assault. The crime incident count of Richardson, TX was 5,259 for all crimes. The crime incident count of Richardson, TX was 1 for arson. The crime incident count of Richardson, TX was 389 for burglary. The crime incident count of Richardson, TX was 1,874 for larceny. The crime incident count of Richardson, TX was 210 for motor vehicle theft. The crime incident count of Richardson, TX was 5 for murder and nonnegligent manslaughter. The crime incident count of Richardson, TX was 2,473 for property crime. The crime incident count of Richardson, TX was 16 for rape (revised definition). The crime incident count of Richardson, TX was 71 for robbery. The crime incident count of Richardson, TX was 156 for violent crime."
Texas,"Round Rock, TX","The crime incident count of Round Rock, TX was 98 for aggravated assault. The crime incident count of Round Rock, TX was 5,658 for all crimes. The crime incident count of Round Rock, TX was 6 for arson. The crime incident count of Round Rock, TX was 303 for burglary. The crime incident count of Round Rock, TX was 2,270 for larceny. The crime incident count of Round Rock, TX was 80 for motor vehicle theft. The crime incident count of Round Rock, TX was 0 for murder and nonnegligent manslaughter. The crime incident count of Round Rock, TX was 2,653 for property crime. The crime incident count of Round Rock, TX was 31 for rape (revised definition). The crime incident count of Round Rock, TX was 44 for robbery. The crime incident count of Round Rock, TX was 173 for violent crime."
Texas,"Rowlett, TX","The crime incident count of Rowlett, TX was 57 for aggravated assault. The crime incident count of Rowlett, TX was 2,015 for all crimes. The crime incident count of Rowlett, TX was 3 for arson. The crime incident count of Rowlett, TX was 172 for burglary. The crime incident count of Rowlett, TX was 711 for larceny. The crime incident count of Rowlett, TX was 32 for motor vehicle theft. The crime incident count of Rowlett, TX was 0 for murder and nonnegligent manslaughter. The crime incident count of Rowlett, TX was 915 for property crime. The crime incident count of Rowlett, TX was 18 for rape (revised definition). The crime incident count of Rowlett, TX was 16 for robbery. The crime incident count of Rowlett, TX was 91 for violent crime."
Texas,"San Angelo, TX","The crime incident count of San Angelo, TX was 253 for aggravated assault. The crime incident count of San Angelo, TX was 10,737 for all crimes. The crime incident count of San Angelo, TX was 13 for arson. The crime incident count of San Angelo, TX was 875 for burglary. The crime incident count of San Angelo, TX was 3,839 for larceny. The crime incident count of San Angelo, TX was 277 for motor vehicle theft. The crime incident count of San Angelo, TX was 6 for murder and nonnegligent manslaughter. The crime incident count of San Angelo, TX was 4,991 for property crime. The crime incident count of San Angelo, TX was 58 for rape (revised definition). The crime incident count of San Angelo, TX was 54 for robbery. The crime incident count of San Angelo, TX was 371 for violent crime."
Texas,"San Antonio, TX","The crime incident count of San Antonio, TX was 7,183 for aggravated assault. The crime incident count of San Antonio, TX was 177,334 for all crimes. The crime incident count of San Antonio, TX was 254 for arson. The crime incident count of San Antonio, TX was 12,235 for burglary. The crime incident count of San Antonio, TX was 58,318 for larceny. The crime incident count of San Antonio, TX was 7,233 for motor vehicle theft. The crime incident count of San Antonio, TX was 149 for murder and nonnegligent manslaughter. The crime incident count of San Antonio, TX was 77,786 for property crime. The crime incident count of San Antonio, TX was 1,190 for rape (revised definition). The crime incident count of San Antonio, TX was 2,232 for robbery. The crime incident count of San Antonio, TX was 10,754 for violent crime."
Texas,"San Marcos, TX","The crime incident count of San Marcos, TX was 112 for aggravated assault. The crime incident count of San Marcos, TX was 4,465 for all crimes. The crime incident count of San Marcos, TX was 3 for arson. The crime incident count of San Marcos, TX was 321 for burglary. The crime incident count of San Marcos, TX was 1,466 for larceny. The crime incident count of San Marcos, TX was 217 for motor vehicle theft. The crime incident count of San Marcos, TX was 1 for murder and nonnegligent manslaughter. The crime incident count of San Marcos, TX was 2,004 for property crime. The crime incident count of San Marcos, TX was 58 for rape (revised definition). The crime incident count of San Marcos, TX was 56 for robbery. The crime incident count of San Marcos, TX was 227 for violent crime."
Texas,"Sherman, TX","The crime incident count of Sherman, TX was 80 for aggravated assault. The crime incident count of Sherman, TX was 2,760 for all crimes. The crime incident count of Sherman, TX was 4 for arson. The crime incident count of Sherman, TX was 297 for burglary. The crime incident count of Sherman, TX was 866 for larceny. The crime incident count of Sherman, TX was 88 for motor vehicle theft. The crime incident count of Sherman, TX was 4 for murder and nonnegligent manslaughter. The crime incident count of Sherman, TX was 1,251 for property crime. The crime incident count of Sherman, TX was 20 for rape (revised definition). The crime incident count of Sherman, TX was 23 for robbery. The crime incident count of Sherman, TX was 127 for violent crime."
Texas,"Socorro, TX","The crime incident count of Socorro, TX was 32 for aggravated assault. The crime incident count of Socorro, TX was 694 for all crimes. The crime incident count of Socorro, TX was 0 for arson. The crime incident count of Socorro, TX was 42 for burglary. The crime incident count of Socorro, TX was 237 for larceny. The crime incident count of Socorro, TX was 24 for motor vehicle theft. The crime incident count of Socorro, TX was 0 for murder and nonnegligent manslaughter. The crime incident count of Socorro, TX was 303 for property crime. The crime incident count of Socorro, TX was 5 for rape (revised definition). The crime incident count of Socorro, TX was 7 for robbery. The crime incident count of Socorro, TX was 44 for violent crime."
Texas,"Sugar Land, TX","The crime incident count of Sugar Land, TX was 18 for aggravated assault. The crime incident count of Sugar Land, TX was 3,075 for all crimes. The crime incident count of Sugar Land, TX was 1 for arson. The crime incident count of Sugar Land, TX was 250 for burglary. The crime incident count of Sugar Land, TX was 1,162 for larceny. The crime incident count of Sugar Land, TX was 48 for motor vehicle theft. The crime incident count of Sugar Land, TX was 0 for murder and nonnegligent manslaughter. The crime incident count of Sugar Land, TX was 1,460 for property crime. The crime incident count of Sugar Land, TX was 16 for rape (revised definition). The crime incident count of Sugar Land, TX was 43 for robbery. The crime incident count of Sugar Land, TX was 77 for violent crime."
